threshold	hits	conc_ratio
0.0019876996833374	174	0.7126436781609196
0.0019876996833374	174	0.7126436781609196
0.0020870916477555	177	0.7062146892655368
0.0020870916477555	177	0.7062146892655368
0.0021913697382949	178	0.702247191011236
0.0021913697382949	178	0.702247191011236
0.0021913697382949	178	0.702247191011236
0.0021913697382949	178	0.702247191011236
0.0021913697382949	178	0.702247191011236
0.0023008887830402	179	0.7039106145251397
0.0023008887830402	179	0.7039106145251397
0.0023008887830402	179	0.7039106145251397
0.0023008887830402	179	0.7039106145251397
0.002416009421688	181	0.7071823204419889
0.0026631718140454	188	0.7074468085106383
0.0026631718140454	188	0.7074468085106383
0.0026631718140454	188	0.7074468085106383
0.0026631718140454	188	0.7074468085106383
0.0026631718140454	188	0.7074468085106383
0.0026631718140454	188	0.7074468085106383
0.0027967666701614	192	0.703125
0.0027967666701614	192	0.703125
0.0027967666701614	192	0.703125
0.0027967666701614	192	0.703125
0.0029368007464966	197	0.7055837563451777
0.0032377163598296	205	0.7024390243902439
0.0032377163598296	205	0.7024390243902439
0.0032377163598296	205	0.7024390243902439
0.0032377163598296	205	0.7024390243902439
0.0033995518631506	207	0.7004830917874396
0.0033995518631506	207	0.7004830917874396
0.0033995518631506	207	0.7004830917874396
0.0035696123457073	210	0.6952380952380952
0.0035696123457073	210	0.6952380952380952
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0037481362986697	217	0.6866359447004609
0.0039354785465973	221	0.6742081447963801
0.0039354785465973	221	0.6742081447963801
0.0039354785465973	221	0.6742081447963801
0.0039354785465973	221	0.6742081447963801
0.0041311852550986	225	0.6711111111111111
0.0041311852550986	225	0.6711111111111111
0.0043370832572906	232	0.6594827586206896
0.0043370832572906	232	0.6594827586206896
0.0043370832572906	232	0.6594827586206896
0.0043370832572906	232	0.6594827586206896
0.0043370832572906	232	0.6594827586206896
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0045551615182152	237	0.6497890295358649
0.0047837567084571	244	0.6434426229508197
0.0047837567084571	244	0.6434426229508197
0.0047837567084571	244	0.6434426229508197
0.0047837567084571	244	0.6434426229508197
0.0047837567084571	244	0.6434426229508197
0.0050229384362251	246	0.6463414634146342
0.0050229384362251	246	0.6463414634146342
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0052739224846253	249	0.6506024096385542
0.0055372963577303	254	0.6496062992125984
0.0055372963577303	254	0.6496062992125984
0.0055372963577303	254	0.6496062992125984
0.0058137813353865	260	0.65
0.0058137813353865	260	0.65
0.0058137813353865	260	0.65
0.0058137813353865	260	0.65
0.0058137813353865	260	0.65
0.0058137813353865	260	0.65
0.00610478507192	268	0.6492537313432836
0.00610478507192	268	0.6492537313432836
0.00610478507192	268	0.6492537313432836
0.00610478507192	268	0.6492537313432836
0.00610478507192	268	0.6492537313432836
0.00610478507192	268	0.6492537313432836
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0064105984711356	275	0.6436363636363637
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0067309422539516	283	0.6431095406360424
0.0070673637257442	287	0.6341463414634146
0.0070673637257442	287	0.6341463414634146
0.0070673637257442	287	0.6341463414634146
0.0070673637257442	287	0.6341463414634146
0.0070673637257442	287	0.6341463414634146
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0074206016128837	291	0.6323024054982818
0.0077916971306571	298	0.6342281879194631
0.0077916971306571	298	0.6342281879194631
0.0077916971306571	298	0.6342281879194631
0.0077916971306571	298	0.6342281879194631
0.0077916971306571	298	0.6342281879194631
0.0081816391448003	306	0.630718954248366
0.0081816391448003	306	0.630718954248366
0.0081816391448003	306	0.630718954248366
0.0081816391448003	306	0.630718954248366
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0085908813551271	312	0.625
0.0090202730193207	319	0.6269592476489029
0.0090202730193207	319	0.6269592476489029
0.0090202730193207	319	0.6269592476489029
0.0090202730193207	319	0.6269592476489029
0.0090202730193207	319	0.6269592476489029
0.0090202730193207	319	0.6269592476489029
0.0094707506502292	329	0.6231003039513677
0.0094707506502292	329	0.6231003039513677
0.0094707506502292	329	0.6231003039513677
0.0094707506502292	329	0.6231003039513677
0.0094707506502292	329	0.6231003039513677
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0099441000123391	338	0.6124260355029586
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0104417636635207	349	0.5988538681948424
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0109621359837409	360	0.5972222222222222
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0115096498560476	366	0.5956284153005464
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0120875449684955	376	0.5904255319148937
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0126924940318922	390	0.5871794871794872
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0133270855781012	398	0.5829145728643216
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0139936289047805	406	0.5812807881773399
0.0146926009716799	410	0.5780487804878048
0.0146926009716799	410	0.5780487804878048
0.0146926009716799	410	0.5780487804878048
0.0146926009716799	410	0.5780487804878048
0.0146926009716799	410	0.5780487804878048
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0154256421520536	413	0.576271186440678
0.0161977083051317	423	0.5721040189125296
0.0161977083051317	423	0.5721040189125296
0.0161977083051317	423	0.5721040189125296
0.0170088577977298	430	0.5720930232558139
0.0170088577977298	430	0.5720930232558139
0.0170088577977298	430	0.5720930232558139
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0178586774224135	441	0.5668934240362812
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0187518730467995	450	0.5688888888888889
0.0196894335425717	459	0.5686274509803921
0.0196894335425717	459	0.5686274509803921
0.0196894335425717	459	0.5686274509803921
0.0196894335425717	459	0.5686274509803921
0.0196894335425717	459	0.5686274509803921
0.0196894335425717	459	0.5686274509803921
0.0206730923214539	468	0.5705128205128205
0.0206730923214539	468	0.5705128205128205
0.0206730923214539	468	0.5705128205128205
0.0206730923214539	468	0.5705128205128205
0.0206730923214539	468	0.5705128205128205
0.0206730923214539	468	0.5705128205128205
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0217073690265899	476	0.569327731092437
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0227938982475267	482	0.5643153526970954
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0239339130843721	491	0.560081466395112
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0251290363905806	499	0.5591182364729459
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0263836542336507	507	0.5522682445759369
0.0277038391662229	515	0.5475728155339806
0.0277038391662229	515	0.5475728155339806
0.0277038391662229	515	0.5475728155339806
0.0277038391662229	515	0.5475728155339806
0.0277038391662229	515	0.5475728155339806
0.0277038391662229	515	0.5475728155339806
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0290904405544469	521	0.5431861804222649
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0305460235657208	527	0.5445920303605313
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0320730370950007	536	0.542910447761194
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0336764778049624	540	0.5425925925925926
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0353606733967691	548	0.5401459854014599
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0371281309140191	555	0.5405405405405406
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0389843821507183	564	0.5390070921985816
0.0409339351416317	569	0.5360281195079086
0.0409339351416317	569	0.5360281195079086
0.0409339351416317	569	0.5360281195079086
0.0409339351416317	569	0.5360281195079086
0.0409339351416317	569	0.5360281195079086
0.0409339351416317	569	0.5360281195079086
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0429816934653969	577	0.5355285961871751
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0451312519229719	584	0.5376712328767124
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0473871010840913	597	0.541038525963149
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0497547436561883	607	0.5436573311367381
0.0522425558741203	611	0.5433715220949263
0.0522425558741203	611	0.5433715220949263
0.0522425558741203	611	0.5433715220949263
0.0522425558741203	611	0.5433715220949263
0.0522425558741203	611	0.5433715220949263
0.0548557205317607	616	0.5405844155844156
0.0548557205317607	616	0.5405844155844156
0.0548557205317607	616	0.5405844155844156
0.0548557205317607	616	0.5405844155844156
0.0548557205317607	616	0.5405844155844156
0.0575966282888342	622	0.5401929260450161
0.0575966282888342	622	0.5401929260450161
0.0575966282888342	622	0.5401929260450161
0.0575966282888342	622	0.5401929260450161
0.0575966282888342	622	0.5401929260450161
0.0575966282888342	622	0.5401929260450161
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0604763893216029	627	0.5358851674641149
0.0635014253942298	635	0.5354330708661418
0.0635014253942298	635	0.5354330708661418
0.0635014253942298	635	0.5354330708661418
0.0635014253942298	635	0.5354330708661418
0.0635014253942298	635	0.5354330708661418
0.0635014253942298	635	0.5354330708661418
0.0666769018015781	640	0.5328125
0.0666769018015781	640	0.5328125
0.0666769018015781	640	0.5328125
0.0666769018015781	640	0.5328125
0.0666769018015781	640	0.5328125
0.0666769018015781	640	0.5328125
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0700119916947857	646	0.5325077399380805
0.0735135530893967	647	0.5316846986089645
0.0735135530893967	647	0.5316846986089645
0.0735135530893967	647	0.5316846986089645
0.0735135530893967	647	0.5316846986089645
0.0771899563939207	648	0.5324074074074074
0.0771899563939207	648	0.5324074074074074
0.0771899563939207	648	0.5324074074074074
0.0771899563939207	648	0.5324074074074074
0.0771899563939207	648	0.5324074074074074
0.0810482457584501	651	0.5299539170506913
0.0810482457584501	651	0.5299539170506913
0.0810482457584501	651	0.5299539170506913
0.0810482457584501	651	0.5299539170506913
0.0810482457584501	651	0.5299539170506913
0.0810482457584501	651	0.5299539170506913
0.0851005667238191	652	0.5291411042944786
0.0851005667238191	652	0.5291411042944786
0.0851005667238191	652	0.5291411042944786
0.0851005667238191	652	0.5291411042944786
0.0851005667238191	652	0.5291411042944786
0.0893561971080805	655	0.5297709923664122
0.0893561971080805	655	0.5297709923664122
0.0893561971080805	655	0.5297709923664122
0.0893561971080805	655	0.5297709923664122
0.0893561971080805	655	0.5297709923664122
0.0938241006133617	657	0.5296803652968036
0.0938241006133617	657	0.5296803652968036
0.0938241006133617	657	0.5296803652968036
0.0938241006133617	657	0.5296803652968036
0.0938241006133617	657	0.5296803652968036
0.0938241006133617	657	0.5296803652968036
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.0985157712838355	659	0.5311077389984825
0.1034412082226464	662	0.5302114803625377
0.1034412082226464	662	0.5302114803625377
0.1034412082226464	662	0.5302114803625377
0.1034412082226464	662	0.5302114803625377
0.1034412082226464	662	0.5302114803625377
0.1086112655904103	664	0.5301204819277109
0.1086112655904103	664	0.5301204819277109
0.1086112655904103	664	0.5301204819277109
0.1086112655904103	664	0.5301204819277109
0.1086112655904103	664	0.5301204819277109
0.1140405087623045	666	0.53003003003003
0.1140405087623045	666	0.53003003003003
0.1140405087623045	666	0.53003003003003
0.1197447594227706	667	0.5292353823088456
0.1197447594227706	667	0.5292353823088456
0.1197447594227706	667	0.5292353823088456
0.1257336211641023	669	0.5291479820627802
0.1257336211641023	669	0.5291479820627802
0.1320201818137581	669	0.5291479820627802
0.1320201818137581	669	0.5291479820627802
0.1320201818137581	669	0.5291479820627802
0.1320201818137581	669	0.5291479820627802
0.1386197977751264	669	0.5291479820627802
0.1386197977751264	669	0.5291479820627802
0.1455500881941273	669	0.5291479820627802
0.1455500881941273	669	0.5291479820627802
0.1528294283828275	669	0.5291479820627802
0.1528294283828275	669	0.5291479820627802
0.1604709352849339	671	0.5305514157973175
0.1604709352849339	671	0.5305514157973175
0.1604709352849339	671	0.5305514157973175
0.1769096460707478	671	0.5305514157973175
0.1769096460707478	671	0.5305514157973175
0.1950459949276122	671	0.5305514157973175
0.2257965670654564	672	0.5297619047619048
0.2257965670654564	672	0.5297619047619048
